Date,Close
20/11/2025,1464999936
19/11/2025,1534999040
18/11/2025,1560656000
17/11/2025,1550669056
16/11/2025,1576902016
15/11/2025,1605773056
14/11/2025,1590008960
13/11/2025,1677628032
12/11/2025,1712028032
11/11/2025,1730668032
10/11/2025,1776000000
9/11/2025,1755000064
8/11/2025,1712455040
7/11/2025,1724998016
6/11/2025,1699276032
5/11/2025,1745500032
4/11/2025,1709005056
3/11/2025,1789537024
2/11/2025,1844998016
1/11/2025,1838896000
